N,P,K,temperature,humidity,ph,rainfall,label
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
74,42,69,25.35432678,72.1486454,5.52267065,156.61250169,turmeric
86,26,63,25.23136245,75.24284406,5.29550879,203.14510447,coffee
83,21,28,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
98,70,36,34.03360178,69.97507759,5.78064774,165.87437478,cotton
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
101,36,47,25.33916052,62.0817025,5.63450538,213.98482275,coffee
98,44,46,31.70559227,47.43739369,6.07120026,123.17133292,cotton
90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
88,40,69,22.08498093,80.05361417,5.77982075,179.55512104,tea
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
106,59,49,31.39602545,70.1032515,6.15636049,289.95767497,sugarcane
95,30,38,21.39369625,53.31891937,6.98633675,97.51705652,soybean
174,69,66,27.12628908,76.87909843,7.04514895,154.91729137,sugarcane
73,42,51,26.69765809,63.53114988,7.19770825,69.81124267,soybean
131,61,70,26.79735283,58.07752116,6.31448694,127.37616978,cotton
128,72,60,25.43735116,88.27877369,6.48787916,170.8482751,sugarcane
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
43,42,26,23.83657229,63.62011424,6.75799308,57.71243265,groundnut
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
53,19,29,28.68502859,27.40065489,6.04667411,85.01780337,bajra
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram
45,36,26,36.28751987,44.15998232,6.92685126,85.54744217,bajra
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
36,69,36,24.89757668,52.77900376,6.58162064,99.67079656,groundnut
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
51,21,35,27.24924598,42.19894612,6.49158312,53.59693181,bajra
51,57,34,28.36608735,63.99020373,6.02627099,101.10816234,groundnut
89,46,98,27.87497723,83.35230565,6.96701204,157.66333624,coconut
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
68,27,73,27.56820199,88.56642891,6.45544426,287.94904935,tea
45,30,38,20.60071582,43.36408856,6.59915887,32.85690422,mustard
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
133,49,77,33.86368687,93.2412636,6.63298157,121.187477,banana
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
62,22,44,25.59748952,63.36132695,5.6125663,219.7008291,coffee
129,46,69,24.02840538,78.95590605,7.30877433,144.84207652,turmeric
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
76,37,71,25.67004036,73.54696719,5.80499556,213.68467808,coffee
136,35,68,33.13210673,54.03835246,6.60516881,62.23333322,cotton
61,41,64,20.98288536,88.15812398,6.21534416,226.42327637,cardamom
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
88,49,21,20.29566744,54.95604397,7.8460138,95.37800863,mustard
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
79,38,43,15.42442122,43.56242711,6.02375078,89.7453439,wheat
102,67,50,27.72662603,76.05894861,6.06844437,252.81711634,sugarcane
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
124,69,96,32.46211102,77.98481567,5.61307271,122.42895733,banana
129,64,53,30.18095251,45.77496491,7.35302925,113.81026757,cotton
79,62,55,24.50989965,78.07740841,7.07701895,112.2616785,turmeric
110,40,24,21.04642841,62.37164205,6.58470017,50.99978042,wheat
167,76,73,34.83321308,74.23523754,6.00121398,297.15542873,sugarcane
113,46,66,31.3888259,88.24433224,6.43163879,209.2890826,coconut
69,34,102,34.82645725,88.19442934,6.33295298,347.62031847,coconut
101,67,60,28.17885684,82.84028996,7.42631111,214.54134662,banana
64,27,61,31.80796324,75.89663294,5.9027003,182.03780613,coconut
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
92,40,73,26.58688171,85.4901101,6.86432071,242.62156109,banana
91,25,50,26.00423811,71.12449159,6.2605147,164.99007702,tea
79,34,41,16.75876012,41.88251309,6.04192513,55.51347769,mustard
120,45,48,24.86319078,81.08451073,4.66312164,238.63291457,tea
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
93,34,28,19.12776584,58.2859446,6.08038221,76.78640899,wheat
169,72,59,26.19481421,89.44944806,7.25955917,236.82580206,sugarcane
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
120,66,64,27.11175313,67.05358526,7.73289584,134.12737987,cotton
45,45,44,30.36986437,65.5554873,6.78223415,120.0897549,groundnut
49,29,23,32.57473433,50.25630711,7.26394507,115.13261565,jowar
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
111,42,73,31.46103901,83.38233899,6.88659498,112.780315,turmeric
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans
107,11,54,28.59052369,91.33617236,6.094016337999999,29.44008034,muskmelon
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
116,34,62,20.97301942,80.35347342,6.29668919,154.60618686,tea
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans
87,25,66,22.41713442,84.64300514,6.41961756,236.95125523,cardamom
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
6,9,12,31.08368929,90.14362642,7.028746406000002,109.6894658,orange
63,26,79,26.69792952,77.80594195,6.43576988,166.62985221,cardamom
73,37,39,20.87465339,70.38229072,6.97643802,153.67283812,soybean
67,22,43,21.94618612,56.58707931,7.60913945,53.72438525,mustard
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
57,44,26,22.95899383,54.82721807,6.49035548,121.10934463,groundnut
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
86,63,69,26.77698708,54.84156259,5.98249983,156.84350351,cotton
173,67,60,31.54614055,65.30149102,7.05541957,148.04859293,sugarcane
111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
116,68,70,26.99960495,81.43361757,7.02642666,174.41530052,sugarcane
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
88,38,33,27.99109573,43.55846678,6.67477491,95.02213678,jowar
89,32,28,20.30506689,64.32685041,7.07412023,93.36228934,soybean
105,28,70,25.69344622,81.02487716,5.59760958,219.02438397,coffee
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
64,55,37,20.9576341,45.33265127,6.52591771,100.57527206,wheat
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
90,43,35,15.24662373,55.47602382,7.18527437,90.09807164,wheat
62,27,55,22.41600718,61.6394786,6.47479531,209.74093101,coffee
53,36,106,31.45200742,88.05843672,5.86423965,264.10317616,coconut
46,38,36,33.3810147,42.63459057,8.12664325,44.87795938,bajra
102,48,69,24.32597331,80.57951175,6.04741043,153.88935053,tea
5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
120,72,84,33.48482651,67.10618488,7.64327537,192.67554893,sugarcane
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
108,49,65,29.96676749,78.47126043,5.86097599,182.49285932,turmeric
91,41,75,32.83081295,80.81118782,6.19520042,318.78792419,coconut
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
63,40,80,20.04700066,90.01935709,6.53371215,205.71142319,cardamom
136,63,105,34.96679635,72.67200201,7.00648847,230.75201843,banana
92,32,43,18.31068761,72.84865137,5.87320756,258.01417844,cardamom
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
74,52,50,17.84849253,56.19996549,6.57226522,57.51599588,wheat
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
62,30,51,21.16086743,76.05996341,6.56008271,260.25100622,cardamom
78,32,43,24.28540941,62.68482014,6.46417312,122.53238674,soybean
76,47,96,24.49108795,67.75774441,5.80046447,158.1917606,turmeric
75,41,67,18.33111381,75.69160223,5.39702343,227.57647308,coffee
53,26,27,24.5792203,47.03024882,7.38812123,99.02455147,mustard
87,27,56,25.12220778,88.95905378,5.93715821,145.53427564,coffee
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
176,61,89,24.98390104,73.7026227,7.73025091,290.68672164,sugarcane
72,44,75,29.48200225,92.33278368,5.84832737,274.93035446,tea
88,34,99,26.90392186,84.18327242,6.99533404,275.9391406,coconut
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
54,23,34,28.5069883,35.94830341,8.44075561,32.90548376,bajra
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
54,37,30,22.28878435,48.60815281,7.42208936,54.49248507,groundnut
90,55,27,22.7107072,73.50267947,6.00788703,60.73808817,soybean
95,46,33,16.31174873,60.88761724,6.8237178,55.15151466,wheat
76,23,17,25.94192822,35.95099039,7.36926647,46.75260707,bajra
127,69,79,25.09304283,46.21478836,7.62353362,133.78321229,cotton
92,53,67,29.55314844,85.87177366,7.32440173,197.22579369,turmeric
70,45,60,24.99418478,84.11085119,6.6451478,286.66047823,cardamom
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
98,40,72,34.49791374,72.4009139,7.25041836,256.53846279,coconut
100,48,31,20.62687823,57.56284527,7.3464424,95.96047718,wheat
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
162,40,61,28.24120417,88.47819352,6.40006657,171.772859,sugarcane
116,43,47,21.51063116,89.07966575,6.03553829,196.35587033,tea
112,57,71,25.10046922,88.88252197,7.57530773,164.61620019,sugarcane
51,23,48,24.94038004,65.81192793,6.20131524,138.82232908,coffee
60,25,50,24.18876606,60.12041687,5.06997297,225.17808828,coffee
126,70,103,33.86003525,92.45040732,7.08640273,151.63259752,banana
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
119,56,79,25.00824327,53.38064283,7.66687911,151.58271387,cotton
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
110,49,100,30.2358286,89.70949443,7.44889418,294.28358369,coconut
106,45,72,23.3811433,74.78684217,7.40719979,108.52790415,turmeric
111,68,54,32.01547546,51.88715877,6.38790994,168.45721329,cotton
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
81,41,32,25.14238457,64.64710668,7.11128551,111.09138801,soybean
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
116,34,36,16.30785221,58.92981068,7.40230606,86.32715256,wheat
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
52,28,22,29.62791708,54.24046193,8.29604024,83.29632052,bajra
93,47,89,34.46759301,87.56781237,6.147017,146.42308128,coconut
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
41,40,38,30.07048121,36.89092272,7.14762722,108.73332942,jowar
120,38,104,33.61420805,84.39530963,6.16489721,344.44327104,coconut
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
121,57,90,26.78859441,77.47060437,6.37757075,249.04960894,banana
58,65,40,22.13502849,65.9939607,7.4456947,56.45501649,groundnut
118,37,37,26.281022,56.63373042,6.87930489,168.95206489,cotton
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana
108,47,96,32.90462155,94.15725027,6.98836423,218.22247533,banana
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil
97,48,64,31.11911056,72.35265763,7.12428616,230.10428816,coconut
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
49,27,31,25.19198817,39.17712825,6.48144837,31.65729784,bajra
86,36,64,21.20247894,84.10510631,5.02581533,189.12702425,coffee
86,38,54,25.46091476,90.51833404,5.97528669,242.73664839,cardamom
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
44,30,42,26.65945053,59.75151648,6.7689405,84.17498407,jowar
123,52,47,29.04069841,58.97507262,7.48623065,134.11721351,cotton
65,43,30,24.85247177,44.9126895,5.96108835,83.61288394,jowar
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
27,50,40,25.94725835,58.350958,6.1011124,50.64014002,groundnut
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
60,26,65,23.40851642,84.71683964,5.25325123,233.50252432,coffee
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
92,24,54,23.38974833,94.56526399,6.29931242,234.4454863,tea
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
71,42,26,22.88310114,74.88494503,6.00762555,112.39813687,soybean
57,49,45,24.91023844,48.25976701,7.19437329,117.73559396,jowar
111,40,71,25.00032461,66.29456464,6.07976602,200.52188185,turmeric
32,137,204,22.86006627,93.12859895,5.824151692999999,117.7296726,apple
83,7,45,29.08417927,90.73891887,6.704104127000001,25.33014238,muskmelon
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
90,43,48,27.04792005,63.79961906,6.34219254,115.23070504,soybean
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
125,35,48,33.2791373,53.39549825,7.79736804,95.56740492,cotton
102,65,87,31.20937757,79.08628021,6.85273601,170.68985376,turmeric
91,57,35,26.25882301,61.56422353,6.92232488,72.71376688,soybean
84,38,44,21.680769,41.4427963,7.50174749,62.68013261,mustard
62,54,52,23.07251576,68.07619285,6.02961899,91.0669167,soybean
54,53,40,23.01693274,74.69509223,6.71731035,73.19580683,soybean
156,54,77,33.28554586,79.63444762,6.66871821,169.48227171,sugarcane
120,56,24,22.13344385,58.82276698,7.09763269,96.79104654,wheat
64,46,47,26.73873955,80.34297859,4.86444255,264.75425246,tea
68,42,29,15.97642426,47.82435686,7.27931034,93.49864861,mustard
82,20,23,25.16874273,55.93576423,6.77889193,114.65731443,jowar
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
49,45,45,30.9164336,56.6726488,7.37355579,56.24832457,groundnut
70,47,37,13.31128982,39.16409926,6.98639022,86.87827809,mustard
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
95,57,40,19.66239635,63.82026217,6.51733854,101.66780429,wheat
48,37,33,31.73478725,47.31981949,5.91044258,69.82865281,jowar
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
45,21,26,36.22648974,30.44882598,5.74933262,47.66500437,bajra
50,51,48,31.50919583,64.49602561,6.36931086,78.13629695,soybean
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
90,86,52,25.85036988,81.95580471,5.793260262,119.08561709999998,banana
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
71,32,34,36.38304137,47.60127142,6.60506921,58.56364429,bajra
109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
59,35,43,22.07430518,62.11138333,6.91615338,101.13623159,groundnut
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
94,23,95,27.86633228,72.91776369,6.43419012,150.88163186,coconut
97,61,105,26.45612003,80.26363151,6.64993917,196.13327379,banana
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
118,54,30,17.93712726,44.61695122,6.69701758,91.97526515,wheat
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
44,24,30,18.70915501,45.38412935,6.21725805,90.99822722,mustard
101,41,76,25.61168097,85.91322236,5.52484932,210.31815542,coffee
104,25,51,28.96361426,93.88482153,6.469983276000002,23.56130173,muskmelon
78,35,82,24.32672677,71.01919038,6.47131057,190.66941602,turmeric
40,18,37,25.94975945,30.10300494,8.18839385,77.36257608,bajra
113,65,54,31.5323123,73.36301097,6.47934509,231.12273229,sugarcane
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
39,54,45,31.69233408,60.18621716,6.44700591,52.78627644,groundnut
102,43,68,21.36189873,78.05345271,5.30421045,218.42790337,tea
67,28,40,27.64349599,35.93927153,6.28527711,106.05820655,jowar
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
82,48,36,25.79351957,81.76904006,6.352076782999999,193.2418382,jute
